Dataset,Theme,Categories,SubCategories,URL,Date_of_check
Changes In Total Demand In Chained (2015) Dollars,Economy & Prices,National Accounts,Total Demand,https://tablebuilder.singstat.gov.sg/table/TS/M014821,31/03/2024 12:08:59
Contribution To Growth In Total Demand In Chained (2015) Dollars,Economy & Prices,National Accounts,Total Demand,https://tablebuilder.singstat.gov.sg/table/TS/M014831,31/03/2024 12:08:59
Construction Material Market Prices,Economy & Prices,Prices and Price Indices,Construction Materials,https://tablebuilder.singstat.gov.sg/table/TS/M211251,31/03/2024 12:08:59
"Consumer Price Index (CPI), 2019 As Base Year",Economy & Prices,Prices and Price Indices,Consumer Price Index (CPI)/ Inflation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M212881,31/03/2024 12:08:59
"Consumer Price Index (CPI) By Household Income Group, Lowest 20%, 2019 As Base Year",Economy & Prices,Prices and Price Indices,Consumer Price Index (CPI)/ Inflation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M213061,31/03/2024 12:08:59
"Consumer Price Index (CPI) By Household Income Group, Middle 60%, 2019 As Base Year",Economy & Prices,Prices and Price Indices,Consumer Price Index (CPI)/ Inflation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M213071,31/03/2024 12:08:59
"Consumer Price Index (CPI) By Household Income Group, Highest 20%, 2019 As Base Year",Economy & Prices,Prices and Price Indices,Consumer Price Index (CPI)/ Inflation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M213081,31/03/2024 12:08:59
"Consumer Price Index (CPI), Additional Indicators, 2019 As Base Year",Economy & Prices,Prices and Price Indices,Consumer Price Index (CPI)/ Inflation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M212961,31/03/2024 12:08:59
"Percent Change In Consumer Price Index (CPI) Over Corresponding Period Of Previous Year, 2019 As Base Year",Economy & Prices,Prices and Price Indices,Consumer Price Index (CPI)/ Inflation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M212911,31/03/2024 12:08:59
"Percent Change In Consumer Price Index (CPI) By Household Income Group Over Corresponding Period Of Previous Year, Lowest 20%, 2019 As Base Year",Economy & Prices,Prices and Price Indices,Consumer Price Index (CPI)/ Inflation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M213121,31/03/2024 12:08:59
"Percent Change In Consumer Price Index (CPI) By Household Income Group Over Corresponding Period Of Previous Year, Middle 60%, 2019 As Base Year",Economy & Prices,Prices and Price Indices,Consumer Price Index (CPI)/ Inflation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M213131,31/03/2024 12:08:59
"Percent Change In Consumer Price Index (CPI) By Household Income Group Over Corresponding Period Of Previous Year, Highest 20%, 2019 As Base Year",Economy & Prices,Prices and Price Indices,Consumer Price Index (CPI)/ Inflation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M213141,31/03/2024 12:08:59
"Percent Change In Consumer Price Index (CPI) Over Previous Period, 2019 As Base Year",Economy & Prices,Prices and Price Indices,Consumer Price Index (CPI)/ Inflation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M212901,31/03/2024 12:08:59
Average Retail Prices Of Selected Consumer Items,Economy & Prices,Prices and Price Indices,Consumer Price Index (CPI)/ Inflation Rate,https://tablebuilder.singstat.gov.sg/table/TS/M212891,31/03/2024 12:08:59
Housing And Development Board Resale Price Index (1Q2009 = 100),Economy & Prices,Prices and Price Indices,HDB Resale Flats,https://tablebuilder.singstat.gov.sg/table/TS/M212161,31/03/2024 12:08:59
"Export Price Index, By Commodity Division (2-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,International Trade Price Indices (EPI and IPI),https://tablebuilder.singstat.gov.sg/table/TS/M213301,31/03/2024 12:08:59
"Export Price Index, By Commodity Group (3-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,International Trade Price Indices (EPI and IPI),https://tablebuilder.singstat.gov.sg/table/TS/M213311,31/03/2024 12:08:59
"Export Price Index, By Commodity Section (1-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,International Trade Price Indices (EPI and IPI),https://tablebuilder.singstat.gov.sg/table/TS/M213291,31/03/2024 12:08:59
"Import Price Index, By Commodity Division (2-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,International Trade Price Indices (EPI and IPI),https://tablebuilder.singstat.gov.sg/table/TS/M213251,31/03/2024 12:08:59
"Import Price Index, By Commodity Group (3-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,International Trade Price Indices (EPI and IPI),https://tablebuilder.singstat.gov.sg/table/TS/M213261,31/03/2024 12:08:59
"Import Price Index, By Commodity Section (1-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,International Trade Price Indices (EPI and IPI),https://tablebuilder.singstat.gov.sg/table/TS/M213241,31/03/2024 12:08:59
"Percent Change In Export Price Index Over Previous Year, By Commodity Division (2-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,International Trade Price Indices (EPI and IPI),https://tablebuilder.singstat.gov.sg/table/TS/M213371,31/03/2024 12:08:59
"Percent Change In Export Price Index Over Previous Year, By Commodity Section (1-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,International Trade Price Indices (EPI and IPI),https://tablebuilder.singstat.gov.sg/table/TS/M213361,31/03/2024 12:08:59
"Percent Change In Import Price Index Over Previous Year, By Commodity Division (2-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,International Trade Price Indices (EPI and IPI),https://tablebuilder.singstat.gov.sg/table/TS/M213351,31/03/2024 12:08:59
"Percent Change In Import Price Index Over Previous Year, By Commodity Section (1-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,International Trade Price Indices (EPI and IPI),https://tablebuilder.singstat.gov.sg/table/TS/M213341,31/03/2024 12:08:59
"Price Index Of Industrial Space, (4th Quarter 2012 = 100)",Economy & Prices,Prices and Price Indices,Private Property,https://tablebuilder.singstat.gov.sg/table/TS/M212181,31/03/2024 12:08:59
Price Indices Of Non-Landed Private Residential Properties By Locality (1st Quarter 2009 = 100),Economy & Prices,Prices and Price Indices,Private Property,https://tablebuilder.singstat.gov.sg/table/TS/M212271,31/03/2024 12:08:59
"Private Residential Property Price Index By Type Of Property, (1st Quarter 2009 = 100)",Economy & Prices,Prices and Price Indices,Private Property,https://tablebuilder.singstat.gov.sg/table/TS/M212261,31/03/2024 12:08:59
Property Price Index By Type (4th Quarter 1998 = 100),Economy & Prices,Prices and Price Indices,Private Property,https://tablebuilder.singstat.gov.sg/table/TS/M210641,31/03/2024 12:08:59
"Property Rental Index, Office In Central Region By Locality, (4th Quarter 1998 = 100)",Economy & Prices,Prices and Price Indices,Private Property,https://tablebuilder.singstat.gov.sg/table/TS/M210211,31/03/2024 12:08:59
"Property Rental Index, Retail In Central Region By Locality, (4th Quarter 1998 = 100)",Economy & Prices,Prices and Price Indices,Private Property,https://tablebuilder.singstat.gov.sg/table/TS/M212131,31/03/2024 12:08:59
"Rental Index Of Industrial Space, (4th Quarter 2012 = 100)",Economy & Prices,Prices and Price Indices,Private Property,https://tablebuilder.singstat.gov.sg/table/TS/M212171,31/03/2024 12:08:59
"Rental Index Of Residential Properties, (1st Quarter 2009 = 100)",Economy & Prices,Prices and Price Indices,Private Property,https://tablebuilder.singstat.gov.sg/table/TS/M212311,31/03/2024 12:08:59
Rental Indices Of Non-Landed Private Residential Properties By Locality (1st Quarter 2009 = 100),Economy & Prices,Prices and Price Indices,Private Property,https://tablebuilder.singstat.gov.sg/table/TS/M212321,31/03/2024 12:08:59
"Domestic Supply Price Index, By Commodity Division (2-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213391,31/03/2024 12:08:59
"Domestic Supply Price Index, By Commodity Group (3-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213401,31/03/2024 12:08:59
"Domestic Supply Price Index, By Commodity Section (1-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213381,31/03/2024 12:08:59
"Percent Change In Domestic Supply Price Index Over Previous Year, By Commodity Division (2-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213491,31/03/2024 12:08:59
"Percent Change In Domestic Supply Price Index Over Previous Year, By Commodity Section (1-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213481,31/03/2024 12:08:59
"Percent Change In Services Producer Price Indices Over Previous Quarter, By Index",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213221,31/03/2024 12:08:59
"Percent Change In Services Producer Price Indices Over Previous Year, By Index",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213231,31/03/2024 12:08:59
"Percent Change In Singapore Manufactured Products Price Index Over Previous Year, By Commodity Division (2-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213511,31/03/2024 12:08:59
"Percent Change In Singapore Manufactured Products Price Index Over Previous Year, By Commodity Section (1-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213501,31/03/2024 12:08:59
"Services Producer Price Indices, By Index",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213211,31/03/2024 12:08:59
"Singapore Manufactured Products Price Index, By Commodity Division (2-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213441,31/03/2024 12:08:59
"Singapore Manufactured Products Price Index, By Commodity Group (3-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213451,31/03/2024 12:08:59
"Singapore Manufactured Products Price Index, By Commodity Section (1-Digit Level), Base Year 2023 = 100",Economy & Prices,Prices and Price Indices,"Producer Price Indices (DSPI, SMPPI and SPPI)",https://tablebuilder.singstat.gov.sg/table/TS/M213431,31/03/2024 12:08:59
Duty-Paid Releases Of Liquors,Economy & Prices,Public Finance,Duty-Paid Releases,https://tablebuilder.singstat.gov.sg/table/TS/M130081,31/03/2024 12:08:59
"Duty-Paid Releases Of Tobacco, Petroleum, Compressed Natural Gas And Motor Vehicles",Economy & Prices,Public Finance,Duty-Paid Releases,https://tablebuilder.singstat.gov.sg/table/TS/M130091,31/03/2024 12:08:59
Government Debt By Instrument (As At End Of Calendar Year),Economy & Prices,Public Finance,Government Debt,https://tablebuilder.singstat.gov.sg/table/TS/M130071,31/03/2024 12:08:59
Government Debt By Maturity (As At End Of Calendar Year),Economy & Prices,Public Finance,Government Debt,https://tablebuilder.singstat.gov.sg/table/TS/M130191,31/03/2024 12:08:59
"Government Debt, (End Of Period)",Economy & Prices,Public Finance,Government Debt,https://tablebuilder.singstat.gov.sg/table/TS/M130181,31/03/2024 12:08:59
General Government Finance,Economy & Prices,Public Finance,Government Revenue and Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M130601,31/03/2024 12:08:59
Government Development Expenditure By Sector,Economy & Prices,Public Finance,Government Revenue and Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M130641,31/03/2024 12:08:59
Government Finance,Economy & Prices,Public Finance,Government Revenue and Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M130621,31/03/2024 12:08:59
Government Operating Expenditure By Sector,Economy & Prices,Public Finance,Government Revenue and Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M130631,31/03/2024 12:08:59
Government Operating Revenue,Economy & Prices,Public Finance,Government Revenue and Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M130501,31/03/2024 12:08:59
Government Overall Fiscal Position (% Of GDP),Economy & Prices,Public Finance,Government Revenue and Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M130661,31/03/2024 12:08:59
Overall Fiscal Position,Economy & Prices,Public Finance,Government Revenue and Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M130561,31/03/2024 12:08:59
Sources And Uses Of Development Fund,Economy & Prices,Public Finance,Government Revenue and Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M130061,31/03/2024 12:08:59
Taxes On Fossil Fuels,Economy & Prices,Public Finance,Government Revenue and Expenditure,https://tablebuilder.singstat.gov.sg/table/TS/M130671,31/03/2024 12:08:59
Taxable Companies By Chargeable Income Group,Economy & Prices,Public Finance,Taxable Individuals and Companies,https://tablebuilder.singstat.gov.sg/table/TS/M130161,31/03/2024 12:08:59
Taxable Companies By Economic Sector,Economy & Prices,Public Finance,Taxable Individuals and Companies,https://tablebuilder.singstat.gov.sg/table/TS/M130551,31/03/2024 12:08:59
Taxable Individuals By Assessed Income Group,Economy & Prices,Public Finance,Taxable Individuals and Companies,https://tablebuilder.singstat.gov.sg/table/TS/M130221,31/03/2024 12:08:59
Government Employees In The Civil Service By Sex (End Of Period),Economy & Prices,Public Sector,Government Employees,https://tablebuilder.singstat.gov.sg/table/TS/M183361,31/03/2024 12:08:59
Government Employees In The Public Service (End Of Period),Economy & Prices,Public Sector,Government Employees,https://tablebuilder.singstat.gov.sg/table/TS/M182831,31/03/2024 12:08:59
Government Employees In The Statutory Boards By Sex (End Of Period),Economy & Prices,Public Sector,Government Employees,https://tablebuilder.singstat.gov.sg/table/TS/M183371,31/03/2024 12:08:59
Number Of Deputy Secretaries In The Civil Service By Sex,Economy & Prices,Public Sector,Government Employees,https://tablebuilder.singstat.gov.sg/table/TS/M183641,31/03/2024 12:08:59
Number Of Permanent Secretaries In Civil Service By Sex,Economy & Prices,Public Sector,Government Employees,https://tablebuilder.singstat.gov.sg/table/TS/M183631,31/03/2024 12:08:59
Judges And Judicial Officers In Supreme Court,Economy & Prices,Public Sector,Judiciary,https://tablebuilder.singstat.gov.sg/table/TS/M891041,31/03/2024 12:08:59
Judicial Officers In Family Justice Courts,Economy & Prices,Public Sector,Judiciary,https://tablebuilder.singstat.gov.sg/table/TS/M891261,31/03/2024 12:08:59
Judicial Officers In State Courts (End Of Period),Economy & Prices,Public Sector,Judiciary,https://tablebuilder.singstat.gov.sg/table/TS/M891021,31/03/2024 12:08:59
"Workload Statistics Of Supreme Court, State Courts And Family Justice Courts",Economy & Prices,Public Sector,Judiciary,https://tablebuilder.singstat.gov.sg/table/TS/M920371,31/03/2024 12:08:59
Members Of Parliament,Economy & Prices,Public Sector,Members of Parliament,https://tablebuilder.singstat.gov.sg/table/TS/M891031,31/03/2024 12:08:59
Number Of Ministers By Sex,Economy & Prices,Public Sector,Ministers,https://tablebuilder.singstat.gov.sg/table/TS/M920261,31/03/2024 12:08:59
Licensed Local Food Farms,Industry,"Agriculture, Animal Production and Fisheries",Food Farms,https://tablebuilder.singstat.gov.sg/table/TS/M891471,31/03/2024 12:08:59
Livestock Slaughtered,Industry,"Agriculture, Animal Production and Fisheries",Food Supply,https://tablebuilder.singstat.gov.sg/table/TS/M890091,31/03/2024 12:08:59
Local Production,Industry,"Agriculture, Animal Production and Fisheries",Food Supply,https://tablebuilder.singstat.gov.sg/table/TS/M890721,31/03/2024 12:08:59
Seafood Supply And Wholesale,Industry,"Agriculture, Animal Production and Fisheries",Food Supply,https://tablebuilder.singstat.gov.sg/table/TS/M890741,31/03/2024 12:08:59
