Datasets,Data period,Last updated,Datatype,Source,Dataset url,Date_of_check
URA Parking Lot (KML),No Date info,Updated 4 years ago,KML,Urban Redevelopment Authority (URA),https://beta.data.gov.sg/datasets/d_51024081689217ae976a6987db337b16/view,17/03/2024 20:23:04
HDB Branches (KML),No Date info,Updated 4 years ago,KML,https://beta.data.gov.sg/datasets/d_d05753e45b0c400aaac1099260b3ef8d/view,,17/03/2024 20:23:04
HDB Branches (GEOJSON),No Date info,Updated 4 years ago,GEOJSON,https://beta.data.gov.sg/datasets/d_3535361f967e8005dc44b4ce4d2c5276/view,,17/03/2024 20:23:04
"Resale Flat Prices (Based on Approval Date), 2000 - Feb 2012",Jan 2000 - Feb 2012,Updated 4 years ago,CSV,Housing and Development Board (HDB),https://beta.data.gov.sg/datasets/d_43f493c6c50d54243cc1eab0df142d6a/view,17/03/2024 20:23:04
Community Devt Councils (GEOJSON),No Date info,Updated 4 years ago,GEOJSON,People's Association (PA),https://beta.data.gov.sg/datasets/d_8e5abb957e8988af63b6bafcac6880c6/view,17/03/2024 20:23:04
Other PA Networks (GEOJSON),No Date info,Updated 4 years ago,GEOJSON,People's Association (PA),https://beta.data.gov.sg/datasets/d_ddae2233aec5ca47e1d485b54b37fd34/view,17/03/2024 20:23:04
Community Devt Councils (KML),No Date info,Updated 4 years ago,KML,People's Association (PA),https://beta.data.gov.sg/datasets/d_50841919b426f348a33b27c0453b3853/view,17/03/2024 20:23:04
Other PA Networks (KML),No Date info,Updated 4 years ago,KML,People's Association (PA),https://beta.data.gov.sg/datasets/d_e579dfc9682094e8c26746e692a6a76a/view,17/03/2024 20:23:04
Republic Polytechnic Part-Time Courses 2019,Jan 2019 - Dec 2019,Updated 4 years ago,CSV,Republic Polytechnic (RP),https://beta.data.gov.sg/datasets/d_f9ad85e371de85947cdd4d8f9adc5dd3/view,17/03/2024 20:23:04
"Resale Flat Prices (Based on Registration Date), From Mar 2012 to Dec 2014",Mar 2012 - Dec 2014,Updated 4 years ago,CSV,Housing and Development Board (HDB),https://beta.data.gov.sg/datasets/d_2d5ff9ea31397b66239f245f57751537/view,17/03/2024 20:23:04
"Resale Flat Prices (Based on Registration Date), From Jan 2015 to Dec 2016",Jan 2015 - Dec 2016,Updated 4 years ago,CSV,Housing and Development Board (HDB),https://beta.data.gov.sg/datasets/d_ea9ed51da2787afaf8e51f827c304208/view,17/03/2024 20:23:04
Industrial Arbitration Court Awards by Nature of Trade Disputes,Jan 2005 - Dec 2018,Updated 4 years ago,CSV,Ministry of Manpower (MOM),https://beta.data.gov.sg/datasets/d_aff8ffc6a2caeefec867169035d8d10a/view,17/03/2024 20:23:04
Trade Disputes Referred to the Industrial Arbitration Court by Nature of Trade Disputes,Jan 2005 - Dec 2018,Updated 4 years ago,CSV,Ministry of Manpower (MOM),https://beta.data.gov.sg/datasets/d_c168bb96caf2ebde865d8da9b01226b9/view,17/03/2024 20:23:04
Total Industrial Arbitration Court Awards by Type of Worker,Jan 2005 - Dec 2018,Updated 4 years ago,CSV,Ministry of Manpower (MOM),https://beta.data.gov.sg/datasets/d_acfa67acbec5995aae4b34356d008b81/view,17/03/2024 20:23:04
Industrial Arbitration Court Awards by Type of Workers,Jan 2005 - Dec 2018,Updated 4 years ago,CSV,Ministry of Manpower (MOM),https://beta.data.gov.sg/datasets/d_4513efdbb945ea4ebabd9a08287bc403/view,17/03/2024 20:23:04
Total Collective Agreements certified by type of organisations,Jan 2005 - Dec 2018,Updated 4 years ago,CSV,Ministry of Manpower (MOM),https://beta.data.gov.sg/datasets/d_ebcafd4d668b2515b27d6bca012803dc/view,17/03/2024 20:23:04
Collective Agreements certified by type of organisations,Jan 2005 - Dec 2018,Updated 4 years ago,CSV,Ministry of Manpower (MOM),https://beta.data.gov.sg/datasets/d_075e825fec2cb5f7684250f650e29f70/view,17/03/2024 20:23:04
Total Collective Agreements Certified by Type of Workers Covered,Jan 2005 - Dec 2018,Updated 4 years ago,CSV,Ministry of Manpower (MOM),https://beta.data.gov.sg/datasets/d_a52a07c4e0f17ed54a9f4d6278f2ac32/view,17/03/2024 20:23:04
Collective Agreements Certified by Type of Workers Covered,Jan 2005 - Dec 2018,Updated 4 years ago,CSV,Ministry of Manpower (MOM),https://beta.data.gov.sg/datasets/d_440e107da7b47ef0bda2d0b94bfd512b/view,17/03/2024 20:23:04
Total Trade Disputes,Jan 2005 - Dec 2018,Updated 4 years ago,CSV,Ministry of Manpower (MOM),https://beta.data.gov.sg/datasets/d_1eace99e11e4d6f593c8b5de89b26e72/view,17/03/2024 20:23:04
Industrial Arbitration Court Awards by Type of Organisation,Jan 2005 - Dec 2018,Updated 4 years ago,CSV,Ministry of Manpower (MOM),https://beta.data.gov.sg/datasets/d_65f2591ed4fa80f05d3c9253a8d20bc7/view,17/03/2024 20:23:04
Total Number Of Persons Holding Qualified Driving Licence,Jan 2007 - Dec 2018,Updated 4 years ago,CSV,Singapore Police Force (SPF),https://beta.data.gov.sg/datasets/d_c043f1858d5fc5a1930cdda165590a33/view,17/03/2024 20:23:04
Qualified Driving Licence (QDL) Holders By Class Of Licence,Jan 2007 - Dec 2018,Updated 4 years ago,CSV,Singapore Police Force (SPF),https://beta.data.gov.sg/datasets/d_ebfe66b91d6dc8efb2a6008647dc9a6e/view,17/03/2024 20:23:04
Causes of Accidents by Severity of Injury Sustained,Jan 2012 - Dec 2018,Updated 4 years ago,CSV,Singapore Police Force (SPF),https://beta.data.gov.sg/datasets/d_d085ce60a604f938aff6779ed08a106a/view,17/03/2024 20:23:04
New Registration of Motocycles by Make,Jan 2016 - Feb 2019,Updated 4 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_3f05a91ecfc896a2cc04512c8a1a0a9e/view,17/03/2024 20:23:04
New Registration of Cars by Make,Jan 2016 - Feb 2019,Updated 4 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_d3f4d708e1d0a37b4365414e2fad3a07/view,17/03/2024 20:23:04
Public Access AED Locations (KML),No Date info,Updated 4 years ago,KML,Singapore Civil Defence Force (SCDF),https://beta.data.gov.sg/datasets/d_631c27790430b28f154591cc5212fd36/view,17/03/2024 20:23:04
Public Access AED Locations (GEOJSON),No Date info,Updated 4 years ago,GEOJSON,Singapore Civil Defence Force (SCDF),https://beta.data.gov.sg/datasets/d_b684a22b5b24f98ef6c01bd3aadea604/view,17/03/2024 20:23:04
Visits to Public Sector Dental Clinics (Further Breakdown),Jan 2009 - Dec 2017,Updated 5 years ago,CSV,Ministry of Health (MOH),https://beta.data.gov.sg/datasets/d_c0ff8cbc81269377e8b698a3590b2f89/view,17/03/2024 20:23:04
Visits to Public Sector Dental Clinics,Jan 2009 - Dec 2017,Updated 5 years ago,CSV,Ministry of Health (MOH),https://beta.data.gov.sg/datasets/d_1f13195bc2a16584c52bd8bec993b5e3/view,17/03/2024 20:23:04
Retail pharmacy locations (KML),No Date info,Updated 5 years ago,KML,Health Sciences Authority (HSA),https://beta.data.gov.sg/datasets/d_3652a97896728f666a543f2596e0dd51/view,17/03/2024 20:23:04
Retail pharmacy locations (GEOJSON),No Date info,Updated 5 years ago,GEOJSON,Health Sciences Authority (HSA),https://beta.data.gov.sg/datasets/d_bb92615f43de22933e4479558b1f6c36/view,17/03/2024 20:23:04
Friendly Buildings (GEOJSON),No Date info,Updated 5 years ago,GEOJSON,https://beta.data.gov.sg/datasets/d_82b84f17fd1c82d814d3afd73d82b378/view,,17/03/2024 20:23:04
Friendly Buildings (KML),No Date info,Updated 5 years ago,KML,https://beta.data.gov.sg/datasets/d_6e6c525f31de4104262ec29cf50abead/view,,17/03/2024 20:23:04
Class A MD Database,Jan 2019 - Dec 2019,Updated 5 years ago,CSV,Health Sciences Authority (HSA),https://beta.data.gov.sg/datasets/d_3be220a58a56efcc1fac36a687fc6bdb/view,17/03/2024 20:23:04
Cash For Trash (KML),No Date info,Updated 5 years ago,KML,National Environment Agency (NEA),https://beta.data.gov.sg/datasets/d_c23ec3724271b9d05436d1f61fe53749/view,17/03/2024 20:23:04
Cash For Trash (GEOJSON),No Date info,Updated 5 years ago,GEOJSON,National Environment Agency (NEA),https://beta.data.gov.sg/datasets/d_51995b625307f3953f7ba344722acd79/view,17/03/2024 20:23:04
2019 Science Enrichment Programmes,Jan 2019 - Dec 2019,Updated 5 years ago,CSV,Science Centre Board (SCB),https://beta.data.gov.sg/datasets/d_78e0161a6056c0c3a22ea446a44c99e9/view,17/03/2024 20:23:04
Green Mark Buildings (GEOJSON),No Date info,Updated 5 years ago,GEOJSON,https://beta.data.gov.sg/datasets/d_da116ef216e3fb501846e1c9faf7e683/view,,17/03/2024 20:23:04
Green Mark Buildings (KML),No Date info,Updated 5 years ago,KML,https://beta.data.gov.sg/datasets/d_a2c77971f89af6be9e3f034a7a7c6a85/view,,17/03/2024 20:23:04
Certificate Grading Info of Licensed Eating Establishments (KML),No Date info,Updated 5 years ago,KML,Singapore Food Agency (SFA),https://beta.data.gov.sg/datasets/d_996c0e2023d90266cb62ce67f0a28970/view,17/03/2024 20:23:04
Certificate Grading Info of Licensed Eating Establishments (GEOJSON),No Date info,Updated 5 years ago,GEOJSON,Singapore Food Agency (SFA),https://beta.data.gov.sg/datasets/d_546a95c5e6a0a264a82247ec107a0629/view,17/03/2024 20:23:04
"Flats Constructed By Housing And Development Board, Annual",Jan 1977 - Dec 2017,Updated 5 years ago,CSV,Housing and Development Board (HDB),https://beta.data.gov.sg/datasets/d_f43ed2489fad49824702c2169561a432/view,17/03/2024 20:23:04
Job Retention of Ex-Offenders,Jan 2013 - Dec 2017,Updated 5 years ago,CSV,Yellow Ribbon Singapore (SCORE),https://beta.data.gov.sg/datasets/d_165844f82e4fbc6ea841f1e1ceb7a826/view,17/03/2024 20:23:04
Employment Assistance for Offenders,Jan 2013 - Dec 2017,Updated 5 years ago,CSV,Yellow Ribbon Singapore (SCORE),https://beta.data.gov.sg/datasets/d_a63113287328651f670a5a29bcae933c/view,17/03/2024 20:23:04
Inmates Engaged in SCORE Work Programme,Jan 2013 - Dec 2017,Updated 5 years ago,CSV,Yellow Ribbon Singapore (SCORE),https://beta.data.gov.sg/datasets/d_8656a2d1a72b0fd4dc929b617b2adc71/view,17/03/2024 20:23:04
Yellow Ribbon Project Community Partners,Jan 2013 - Dec 2017,Updated 5 years ago,CSV,Yellow Ribbon Singapore (SCORE),https://beta.data.gov.sg/datasets/d_e75ffee197a514da98066abab2cbef34/view,17/03/2024 20:23:04
Yellow Ribbon Fund Programmes and Beneficiaries,Jan 2013 - Dec 2017,Updated 5 years ago,CSV,Yellow Ribbon Singapore (SCORE),https://beta.data.gov.sg/datasets/d_e600fb97818ab8f34970b1172c48b6fd/view,17/03/2024 20:23:04
Yellow Ribbon Fund Donations,Jan 2013 - Dec 2017,Updated 5 years ago,CSV,Yellow Ribbon Singapore (SCORE),https://beta.data.gov.sg/datasets/d_c585459cc1b77fce041796325bf1bb0b/view,17/03/2024 20:23:04
Skills Training for Inmates,Jan 2013 - Dec 2017,Updated 5 years ago,CSV,Yellow Ribbon Singapore (SCORE),https://beta.data.gov.sg/datasets/d_26356310d6ab20937b757c5e8f7b82b5/view,17/03/2024 20:23:04
Supermarkets (KML),No Date info,Updated 5 years ago,KML,Singapore Food Agency (SFA),https://beta.data.gov.sg/datasets/d_8a77ee0446716b2ce475a587004afc73/view,17/03/2024 20:23:04
Supermarkets (GEOJSON),No Date info,Updated 5 years ago,GEOJSON,Singapore Food Agency (SFA),https://beta.data.gov.sg/datasets/d_cac2c32f01960a3ad7202a99c27268a0/view,17/03/2024 20:23:04
"Supply of Commercial Properties in the Pipeline, Annual",Jan 2013 - Dec 2017,Updated 5 years ago,CSV,Urban Redevelopment Authority (URA),https://beta.data.gov.sg/datasets/d_c7fcb9804196b838f8501ac2f2f42d1f/view,17/03/2024 20:23:04
"Supply of Commercial Properties in the Pipeline, Quarterly",Jan 2014 - Sep 2018,Updated 5 years ago,CSV,Urban Redevelopment Authority (URA),https://beta.data.gov.sg/datasets/d_fd59b378382d9120f872ee08c7b26380/view,17/03/2024 20:23:04
"Available and Vacant Commercial Properties, Annually",Jan 2013 - Dec 2017,Updated 5 years ago,CSV,Urban Redevelopment Authority (URA),https://beta.data.gov.sg/datasets/d_d23a8c26d4a9530d651fbe0248a3f1fc/view,17/03/2024 20:23:04
"Available and Vacant Commercial Properties, Quarterly",Apr 2014 - Sep 2018,Updated 5 years ago,CSV,Urban Redevelopment Authority (URA),https://beta.data.gov.sg/datasets/d_3adaa5fb4dcb4e290ca9ea1ffce325ef/view,17/03/2024 20:23:04
"Approval, Construction Commencement & Completion of Commercial, Annual",Jan 2013 - Dec 2017,Updated 5 years ago,CSV,Urban Redevelopment Authority (URA),https://beta.data.gov.sg/datasets/d_a4c4d4f5b85f808708827e016668ed75/view,17/03/2024 20:23:04
"Approval, Construction Commencement & Completion of Commercial, Quarterly",Oct 2013 - Sep 2018,Updated 5 years ago,CSV,Urban Redevelopment Authority (URA),https://beta.data.gov.sg/datasets/d_34fc34d1be1fd5ae0d4eb19077da450e/view,17/03/2024 20:23:04
"Supply of Private Residential Properties in the Pipeline by Development Status, Annually",Jan 2013 - Dec 2017,Updated 5 years ago,CSV,Urban Redevelopment Authority (URA),https://beta.data.gov.sg/datasets/d_7a882bd3d44374a7f701fc6a07620bf8/view,17/03/2024 20:23:04
"Supply of Private Residential Properties in the Pipeline by Development Status, Quarterly",Jan 2014 - Sep 2018,Updated 5 years ago,CSV,Urban Redevelopment Authority (URA),https://beta.data.gov.sg/datasets/d_baa848bbdbf4af7b4d709f147fcf3c9b/view,17/03/2024 20:23:04
"Supply of Executive Condominiums in the Pipeline by Development Status, Annual",Jan 2013 - Dec 2017,Updated 5 years ago,CSV,Urban Redevelopment Authority (URA),https://beta.data.gov.sg/datasets/d_50cf4a1b6c54d5093cf9af66a1f06590/view,17/03/2024 20:23:04
"Supply of Executive Condominiums in the Pipeline by Development Status, Quarterly",Apr 2014 - Sep 2018,Updated 5 years ago,CSV,Urban Redevelopment Authority (URA),https://beta.data.gov.sg/datasets/d_4e8073b6cf272998f14fd970a24c1639/view,17/03/2024 20:23:04
"Available and Vacant Executive Condominiums, Annually",Jan 2013 - Dec 2017,Updated 5 years ago,CSV,Urban Redevelopment Authority (URA),https://beta.data.gov.sg/datasets/d_fdd6247e20182008441ee74e7ef182e5/view,17/03/2024 20:23:04
"Available and Vacant Executive Condominiums, Quarterly",Jan 2014 - Sep 2018,Updated 5 years ago,CSV,Urban Redevelopment Authority (URA),https://beta.data.gov.sg/datasets/d_e67cf50908b89a98b598b60a2f3b2a1f/view,17/03/2024 20:23:04
"Approval, Construction Commencement & Completion of Private Residential Properties, Annual",Jan 2013 - Dec 2017,Updated 5 years ago,CSV,Urban Redevelopment Authority (URA),https://beta.data.gov.sg/datasets/d_38ed343cc32c3e0b6ebc43a6058e9860/view,17/03/2024 20:23:04
"Approval, Construction Commencement & Completion of Private Residential, Quarterly",Oct 2013 - Sep 2018,Updated 5 years ago,CSV,Urban Redevelopment Authority (URA),https://beta.data.gov.sg/datasets/d_db10c9c5ac5f035460f6a0e4e4c2c009/view,17/03/2024 20:23:04
Historic Sites (KML),No Date info,Updated 5 years ago,KML,National Heritage Board (NHB),https://beta.data.gov.sg/datasets/d_b20a5ee709aaf99378459d20ca204f8c/view,17/03/2024 20:23:04
Historic Sites (GEOJSON),No Date info,Updated 5 years ago,GEOJSON,National Heritage Board (NHB),https://beta.data.gov.sg/datasets/d_31e16b12809e66673e90d8b04fdee1b2/view,17/03/2024 20:23:04
Monuments (GEOJSON),No Date info,Updated 5 years ago,GEOJSON,National Heritage Board (NHB),https://beta.data.gov.sg/datasets/d_b29c230ec6b609e29ed42f71ca9a8767/view,17/03/2024 20:23:04
Museums (GEOJSON),No Date info,Updated 5 years ago,GEOJSON,National Heritage Board (NHB),https://beta.data.gov.sg/datasets/d_800f80592dc0b8eb0c784b1122dad45e/view,17/03/2024 20:23:04
Monuments (KML),No Date info,Updated 5 years ago,KML,National Heritage Board (NHB),https://beta.data.gov.sg/datasets/d_df8e93d4f988e9a77600b8cd34b4ea7d/view,17/03/2024 20:23:04
Museums (KML),No Date info,Updated 5 years ago,KML,National Heritage Board (NHB),https://beta.data.gov.sg/datasets/d_fe0c313a9a903f33f8de378efda16fe7/view,17/03/2024 20:23:04
Gyms@SG (KML),No Date info,Updated 5 years ago,KML,Health Promotion Board (HPB),https://beta.data.gov.sg/datasets/d_8166b1ebbba81cd153aee73f8b5ec88b/view,17/03/2024 20:23:04
Gyms@SG (GEOJSON),No Date info,Updated 5 years ago,GEOJSON,Health Promotion Board (HPB),https://beta.data.gov.sg/datasets/d_b3ae090692ecf632116c9885cfbd3424/view,17/03/2024 20:23:04
Carpark Rates,Nov 2018 - Nov 2018,Updated 5 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_9f6056bdb6b1dfba57f063593e4f34ae/view,17/03/2024 20:23:04
Cleaning Sectors (GEOJSON),No Date info,Updated 5 years ago,GEOJSON,National Environment Agency (NEA),https://beta.data.gov.sg/datasets/d_d0d92d11b9d8b8cca6f9627d0cd23268/view,17/03/2024 20:23:04
Cleaning Sectors (KML),No Date info,Updated 5 years ago,KML,National Environment Agency (NEA),https://beta.data.gov.sg/datasets/d_557c7709c7546893c4a2fe7947e60834/view,17/03/2024 20:23:04
Listing of Temporary Occupation Permits (TOPs) Issued,Nov 2015 - Nov 2017,Updated 5 years ago,CSV,Building and Construction Authority (BCA),https://beta.data.gov.sg/datasets/d_caa71478b31d605df2024b934aea08b8/view,17/03/2024 20:23:04
Aedes Mosquito Breeding Habitats - Central (KML),No Date info,Updated 5 years ago,KML,National Environment Agency (NEA),https://beta.data.gov.sg/datasets/d_22894a6996cb7ae7b9c090fe8b22b522/view,17/03/2024 20:23:04
SLA Cadastral Map Index (KML),No Date info,Updated 5 years ago,KML,Singapore Land Authority (SLA),https://beta.data.gov.sg/datasets/d_462ee245f4a9ef434752a9e20c37e72d/view,17/03/2024 20:23:04
National Nutrition Survey - Carbohydrate Intake by Gender and Age Group,Jan 2004 - Dec 2010,Updated 5 years ago,CSV,Health Promotion Board (HPB),https://beta.data.gov.sg/datasets/d_0f7f65e8362cfee6d45d46a0cea2e599/view,17/03/2024 20:23:04
Immunisation coverage for children at 2 years of age,Jan 2010 - Dec 2016,Updated 5 years ago,CSV,Health Promotion Board (HPB),https://beta.data.gov.sg/datasets/d_700cf3ba76f0199b58a8fe74c7412845/view,17/03/2024 20:23:04
Number of children at 2 years of age immunised by sector and vaccine type,Jan 2010 - Dec 2016,Updated 5 years ago,CSV,Health Promotion Board (HPB),https://beta.data.gov.sg/datasets/d_1ddbedb29e8d6da52c77b10ad92a7134/view,17/03/2024 20:23:04
Age-standardised incidence rate and prevalence rate for definitive dialysis and transplant,Jan 1999 - Dec 2016,Updated 5 years ago,CSV,Health Promotion Board (HPB),https://beta.data.gov.sg/datasets/d_2bab04d5ce7f7bdcc05612904d93219f/view,17/03/2024 20:23:04
Age-standardised incidence rate of the top three cancers by gender and 5-year period,Jan 1976 - Dec 2015,Updated 5 years ago,CSV,Health Promotion Board (HPB),https://beta.data.gov.sg/datasets/d_c8f6e2c1ac21eb0d87c23cd1b4e02715/view,17/03/2024 20:23:04
Age-standardised incidence rate of acute myocardial infarction by gender,Jan 2007 - Dec 2016,Updated 5 years ago,CSV,Health Promotion Board (HPB),https://beta.data.gov.sg/datasets/d_7d038b84a02d4edb399db0f84949a173/view,17/03/2024 20:23:04
Gross Allocation and Returns of JTC's Ready-Built Facilities by Industry,Apr 2017 - Jun 2018,Updated 5 years ago,CSV,JTC Corporation (JTC),https://beta.data.gov.sg/datasets/d_c0eefc381b25b3c4441a0bb6bafd70fa/view,17/03/2024 20:23:04
Gross Allocation and Returns of JTC's Ready-Built Facilities by Product Segment,Apr 2017 - Jun 2018,Updated 5 years ago,CSV,JTC Corporation (JTC),https://beta.data.gov.sg/datasets/d_208ed9919d8621635e71cda73c971be1/view,17/03/2024 20:23:04
Gross Allocation and Returns of JTC's Prepared Industrial Land by Industry,Apr 2017 - Jun 2018,Updated 5 years ago,CSV,JTC Corporation (JTC),https://beta.data.gov.sg/datasets/d_b031c55e0f0880ad11eefd226b784fec/view,17/03/2024 20:23:04
Gross Allocation and Returns of JTC's Prepared Industrial Land by Product Segment,Apr 2017 - Jun 2018,Updated 5 years ago,CSV,JTC Corporation (JTC),https://beta.data.gov.sg/datasets/d_78062e0a5335dfdf0456fbfe745705cb/view,17/03/2024 20:23:04
Total Allocation and Supply of Ready-Built Facilities by Product Segment,Apr 2017 - Jun 2018,Updated 5 years ago,CSV,JTC Corporation (JTC),https://beta.data.gov.sg/datasets/d_5e49698e69ac03a5c8d0f9a6310548b9/view,17/03/2024 20:23:04
Total Allocation and Supply of Prepared Industrial Land by Product Segment,Apr 2017 - Jun 2018,Updated 5 years ago,CSV,JTC Corporation (JTC),https://beta.data.gov.sg/datasets/d_a5738475c4f7a3f72e75bc5b734fd7bc/view,17/03/2024 20:23:04
Occupancy Rate of Ready-Built Facilities by Product Segment,Apr 2017 - Jun 2018,Updated 5 years ago,CSV,JTC Corporation (JTC),https://beta.data.gov.sg/datasets/d_60544aa01e72ea55ca68fc2e6f05d330/view,17/03/2024 20:23:04
Gross Allocation of JTC's Ready-Built Facilities by Allocation Mode,Apr 2017 - Jun 2018,Updated 5 years ago,CSV,JTC Corporation (JTC),https://beta.data.gov.sg/datasets/d_46104ac3027a0406f8c4bc9457d865cf/view,17/03/2024 20:23:04
Dengue (Cases) - North West (KML),No Date info,Updated 5 years ago,KML,National Environment Agency (NEA),https://beta.data.gov.sg/datasets/d_9f5b11a819dc09a380319c748b56e0ad/view,17/03/2024 20:23:04
SLA Infrastructures and fixtures on vacant State land (KML),No Date info,Updated 5 years ago,KML,Singapore Land Authority (SLA),https://beta.data.gov.sg/datasets/d_d0a154717fed93eb0fc2844af5b525b3/view,17/03/2024 20:23:04
SLA Land Survey District (KML),No Date info,Updated 5 years ago,KML,Singapore Land Authority (SLA),https://beta.data.gov.sg/datasets/d_1804c37549769473091eb52deffc2c1c/view,17/03/2024 20:23:04
SLA Master Tenants (KML),No Date info,Updated 5 years ago,KML,Singapore Land Authority (SLA),https://beta.data.gov.sg/datasets/d_d3e8884eaee5a744f6f9d66ae89b3b17/view,17/03/2024 20:23:04
LTA Traffic Sign (KML),No Date info,Updated 5 years ago,KML,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_e34401ea410793874cf55b8cc88e0885/view,17/03/2024 20:23:04
LTA Lamp Post (KML),No Date info,Updated 5 years ago,KML,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_4b435276c90dc16e7bc572e20384ec35/view,17/03/2024 20:23:04
Republic Polytechnic Full-time Diploma Courses 2016,Jan 2016 - Dec 2016,Updated 5 years ago,CSV,Republic Polytechnic (RP),https://beta.data.gov.sg/datasets/d_0dace77327a4a3afd67e9785f15a2b06/view,17/03/2024 20:23:04
Republic Polytechnic Full-time Diploma Courses 2017,Jan 2017 - Dec 2017,Updated 5 years ago,CSV,Republic Polytechnic (RP),https://beta.data.gov.sg/datasets/d_7fe27a841d478cc0bbe76673ea902293/view,17/03/2024 20:23:04
Development Register Map (KML),No Date info,Updated 5 years ago,KML,Urban Redevelopment Authority (URA),https://beta.data.gov.sg/datasets/d_6b6b8381c580720a40ca8234f2917e30/view,17/03/2024 20:23:04
URA Project (PUBLIC) (KML),No Date info,Updated 5 years ago,KML,Urban Redevelopment Authority (URA),https://beta.data.gov.sg/datasets/d_09285d417269a8bc7dc014b8d1db41e9/view,17/03/2024 20:23:04
Resident Households by Type of Dwelling(HDB) and Occupation of Head of Household,Jan 2015 - Dec 2015,Updated 5 years ago,CSV,Singapore Department of Statistics (SINGSTAT),https://beta.data.gov.sg/datasets/d_a6c040a55d69b83115c5e50adef58374/view,17/03/2024 20:23:04
PA Holiday Facilities (KML),No Date info,Updated 5 years ago,KML,People's Association (PA),https://beta.data.gov.sg/datasets/d_bc6803e8f0a01b3b791ec669852516fe/view,17/03/2024 20:23:04
Length of Roads (Lane-Kilometres),Jan 2005 - Dec 2017,Updated 5 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_8415afe86e594bdc18f0f04a71d5f210/view,17/03/2024 20:23:04
Length of Roads (Kilometres),Jan 2005 - Dec 2017,Updated 5 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_fe4922bfe352a1250edac15bd1453799/view,17/03/2024 20:23:04
Pedestrian Facilities,Jan 1994 - Dec 2017,Updated 5 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_45175a1ff466b44414a9a1aeef564e6f/view,17/03/2024 20:23:04
Vehicular Facilities,Jan 1994 - Dec 2017,Updated 5 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_303d1c336ab44fe035285857e2341bdb/view,17/03/2024 20:23:04
Traffic Facilities,Jan 1994 - Dec 2017,Updated 5 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_046cd30aebfcb866dcb6fbf2fd4d91fb/view,17/03/2024 20:23:04
Effective Transfer of Car Ownership by Make,Jan 2016 - Feb 2018,Updated 5 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_ab595ec8b7cbcb7a40d49e5435c2f78a/view,17/03/2024 20:23:04
New Registration of Goods Vehicles & Buses by Make,Jan 2016 - Feb 2018,Updated 5 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_86bb6c042ec0b1269fe0de79cff61121/view,17/03/2024 20:23:04
Age Distribution of Motor Vehicles,Jan 2016 - Feb 2018,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_2620d9f92656afc0f0a0f0ab2f320406/view,17/03/2024 20:23:04
Number of Street Lighting,Jan 2004 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_46ef5e3e96bc72a016296edd7dc4ce76/view,17/03/2024 20:23:04
"Temasek Polytechnic Part-Time Enrolment Figures Breakdown, Annual (2015-2017)",Apr 2015 - Apr 2018,Updated 6 years ago,CSV,Temasek Polytechnic (TP),https://beta.data.gov.sg/datasets/d_0d78329a03f290956a7dc53fc47daebb/view,17/03/2024 20:23:04
"Temasek Polytechnic Part-Time Courses, Annual (2016-2017)",Apr 2016 - Apr 2018,Updated 6 years ago,CSV,Temasek Polytechnic (TP),https://beta.data.gov.sg/datasets/d_4a92d863b4eb01a46d75f506f175a63f/view,17/03/2024 20:23:04
Public Transport Utilisation - Average Public Transport Ridership,Jan 1995 - Dec 2016,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_75248cf2fbf340de6a746dc91ec9223c/view,17/03/2024 20:23:04
Public Transport Capacity - Monthly Taxi Population,Jan 2005 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_884c2efb2103bc66dc2b8725173be85b/view,17/03/2024 20:23:04
Rail Length (km) At End-of-Year,Jan 2005 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_d6e505b87580a4bae4aae0beb07d3de6/view,17/03/2024 20:23:04
Number of MRT and LRT Stations,Jan 2004 - Dec 2017,Updated 6 years ago,CSV,Land Transport Authority (LTA),https://beta.data.gov.sg/datasets/d_34dc2eb007a14ef406474abfb43c8671/view,17/03/2024 20:23:04
